X1,id,X,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,free.park_agg,paid.park_agg,pool_agg,kitchen_agg,stove_agg,oven_agg,linen_agg,tv_agg,sound_agg,chair_agg,refri_agg,air condi_agg,heat_agg,storage_agg,coffee_agg,breakfast_agg,workspace_agg,dish_agg,soap_agg,dryer_agg,wifi_agg,laundr|washer_agg,shampoo_agg,sauna_agg,tub_agg,toiletries_agg,restaurant_agg,bar_agg,Amazon Prime Video,BBQ grill,Beachfront,Bidet,Building staff,Carbon monoxide alarm,Cleaning before checkout,Cooking basics,Elevator,Essentials,Ethernet connection,Extra pillows and blankets,Fire extinguisher,First aid kit,frascos recicl\u00e1veis e extratos adquiridos de pequenos agricultores brasileiros. Al\u00e9m dos extratos da agricultura familiar,Free residential garage on premises,Free residential garage on premises \u2013 1 space,Free residential garage on premises \u2013 2 spaces,Free residential garage on premises \u2013 3 spaces,Free street parking,Garden or backyard,Gym,Hangers,Host greets you,Hot water,Iron,Lock on bedroom door,Long term stays allowed,Luggage dropoff allowed,Microwave,Mini fridge,Paid street parking off premises,Paid street parking off premises \u2013 BRL70 per day,Paid valet parking on premises,Paid valet parking on premises \u2013 1 space,Patio or balcony,Private entrance,Room-darkening shades,Smoke alarm
3869,5261114,3869,NA,NA,0,1,1,0,Entire apartment,Entire home/apt,4,1.5,2,3,210,5,1,100,10,8,10,10,10,10,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3873,5275359,3873,100,32,1,2,1,1,Private room in apartment,Private room,2,2,1,1,194,1,62,97,10,10,10,10,10,9,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0
3879,5285438,3879,100,100,0,1,1,0,Entire apartment,Entire home/apt,3,1,NA,3,231,3,34,99,10,10,10,10,10,10,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
3883,5297470,3883,50,67,0,1,1,1,Private room in apartment,Private room,2,1,1,1,278,1,22,98,10,10,10,10,10,10,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1
3886,5304365,3886,100,100,0,0,1,1,Entire apartment,Entire home/apt,3,1,NA,2,231,3,69,86,9,8,10,9,9,8,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
3891,5308217,3891,0,25,0,1,1,0,Entire apartment,Entire home/apt,6,2,1,0,220,5,3,100,10,10,10,10,10,10,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3900,5360155,3900,100,100,0,5,1,1,Entire condominium,Entire home/apt,6,3,3,3,2523,2,46,99,10,10,10,10,10,10,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1
3905,5410001,3905,100,92,1,2,1,1,Entire apartment,Entire home/apt,5,1,NA,5,457,5,58,93,10,9,10,10,10,9,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
3906,5411026,3906,100,100,0,3,1,1,Entire apartment,Entire home/apt,6,3.5,3,4,2440,3,34,100,10,10,10,10,10,10,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1
3912,5439975,3912,100,100,0,1,1,0,Entire apartment,Entire home/apt,5,3,2,2,1276,3,10,94,10,10,10,10,10,9,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3917,5455725,3917,100,90,1,4,1,1,Entire apartment,Entire home/apt,5,1,1,4,550,3,51,98,10,10,10,10,10,10,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1
3927,5507135,3927,100,96,1,1,1,1,Private room in apartment,Private room,2,2,1,1,76,2,236,94,10,10,10,10,10,10,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1
3936,5536594,3936,89,92,1,1,1,0,Entire apartment,Entire home/apt,2,1,1,0,314,3,24,97,10,10,10,10,10,10,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1
3937,5546425,3937,100,100,0,2,1,0,Entire apartment,Entire home/apt,6,2,3,5,980,3,4,100,10,10,10,10,10,10,1,0,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
3938,5547350,3938,0,46,0,2,1,1,Entire apartment,Entire home/apt,2,1,1,2,185,4,30,88,10,9,10,9,10,9,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3939,5547615,3939,100,100,0,2,1,0,Entire apartment,Entire home/apt,5,1,1,2,381,3,2,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
3948,5603803,3948,100,100,0,2,1,0,Entire apartment,Entire home/apt,6,2.5,2,0,800,2,43,94,10,9,9,9,10,9,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
3952,5619480,3952,100,100,0,2,1,1,Entire apartment,Entire home/apt,2,1,1,1,157,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3956,5636682,3956,33,17,0,5,1,1,Private room in apartment,Private room,2,1,1,1,115,3,2,90,9,7,10,10,10,10,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3961,5652858,3961,98,98,1,48,1,1,Entire apartment,Entire home/apt,4,1.5,2,2,1168,3,6,97,10,10,10,10,9,10,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3962,5681819,3962,83,81,0,5,1,1,Entire apartment,Entire home/apt,6,1,2,3,359,1,4,95,9,10,10,10,10,10,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3970,5704321,3970,80,100,0,1,1,1,Entire apartment,Entire home/apt,4,2,2,4,443,4,3,100,10,10,10,10,10,10,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3983,5762295,3983,94,96,0,2,1,1,Entire apartment,Entire home/apt,2,1,1,1,254,1,66,92,10,9,10,10,10,9,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1
3988,5784006,3988,NA,100,0,2,1,1,Private room in apartment,Private room,3,1.5,1,1,120,2,4,100,10,10,10,10,10,10,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3989,5785450,3989,NA,NA,0,1,1,1,Entire apartment,Entire home/apt,3,1,1,2,125,3,49,96,10,10,10,10,10,10,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3992,5794726,3992,100,NA,0,1,1,1,Private room in apartment,Private room,5,2,2,4,539,4,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4004,5851033,4004,96,27,0,53,1,1,Entire apartment,Entire home/apt,5,1,1,3,760,5,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4010,5880274,4010,NA,NA,0,1,1,0,Private room in apartment,Private room,6,3,3,4,657,7,0,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4015,5910876,4015,91,94,1,2,1,1,Entire apartment,Entire home/apt,4,1,2,4,244,1,257,96,10,10,10,9,10,10,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4018,5915603,4018,NA,100,1,1,1,1,Entire apartment,Entire home/apt,2,1,1,2,111,2,50,96,10,10,10,10,10,10,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1
4019,5916073,4019,100,94,1,32,1,1,Entire apartment,Entire home/apt,4,1.5,1,1,1465,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4022,5931647,4022,NA,100,0,2,1,1,Private room in apartment,Private room,3,1.5,1,2,200,2,11,96,9,9,10,10,10,9,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4031,5991852,4031,NA,NA,0,2,1,0,Entire apartment,Entire home/apt,4,1,1,3,250,15,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4036,6006025,4036,NA,NA,0,1,1,0,Entire apartment,Entire home/apt,4,2,3,3,1501,6,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4038,6015793,4038,100,100,1,5,1,1,Entire apartment,Entire home/apt,4,1,1,1,470,2,133,98,10,10,10,10,10,9,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1
4048,6064724,4048,100,96,1,1,1,0,Entire apartment,Entire home/apt,4,1,1,3,400,4,67,98,10,10,10,10,10,10,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
4053,6085586,4053,100,64,0,21,1,1,Entire apartment,Entire home/apt,6,3,3,3,10000,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4054,6090147,4054,NA,100,0,2,1,0,Entire apartment,Entire home/apt,4,1,1,4,537,3,4,87,9,9,10,10,10,8,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
4056,6091854,4056,100,NA,0,1,1,1,Entire apartment,Entire home/apt,4,2,2,2,631,5,3,100,10,10,10,10,10,10,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4058,6099294,4058,100,100,1,1,1,1,Entire apartment,Entire home/apt,5,3,2,3,306,10,14,99,10,10,10,10,10,10,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1
4060,6100696,4060,100,100,0,2,1,1,Entire apartment,Entire home/apt,4,1,1,3,176,2,176,93,9,9,10,10,10,9,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
4068,6169039,4068,90,40,0,0,1,1,Entire apartment,Entire home/apt,6,3,2,3,750,3,3,100,10,10,10,10,10,9,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4069,6169250,4069,100,100,0,2,1,1,Entire apartment,Entire home/apt,4,1,1,3,566,3,42,90,10,9,10,10,10,9,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
4070,6169632,4070,95,58,0,4,1,0,Entire apartment,Entire home/apt,4,1,1,1,199,5,7,94,10,9,10,9,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4075,6192563,4075,100,77,1,2,1,0,Entire apartment,Entire home/apt,2,1,1,1,273,4,51,98,10,10,10,10,10,9,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
4092,6237372,4092,50,50,0,1,1,0,Entire apartment,Entire home/apt,4,1,1,2,586,2,3,93,10,9,8,10,10,9,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4109,6291413,4109,100,100,0,1,1,1,Entire apartment,Entire home/apt,4,1,1,2,200,2,7,94,10,8,10,9,10,9,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4117,6335642,4117,100,90,1,4,1,1,Entire apartment,Entire home/apt,5,1,1,3,200,3,53,99,10,10,10,10,10,10,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
4118,6353956,4118,100,97,0,10,1,1,Entire apartment,Entire home/apt,6,1,2,4,368,3,142,91,10,9,10,10,10,9,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1
4119,6362203,4119,100,0,0,1,1,1,Entire apartment,Entire home/apt,6,2,2,3,1053,5,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4120,6363080,4120,90,99,0,25,1,1,Entire apartment,Entire home/apt,5,2,3,5,800,4,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4127,6388485,4127,100,96,0,17,1,1,Entire apartment,Entire home/apt,6,1.5,2,3,600,3,67,91,9,10,10,10,9,9,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4128,6388511,4128,70,43,0,2,1,1,Entire apartment,Entire home/apt,2,1,1,1,250,1,3,93,10,10,10,10,10,10,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4130,6395911,4130,100,36,0,4,1,1,Entire apartment,Entire home/apt,4,1,NA,2,483,1,1,100,10,10,10,10,10,10,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4131,6401577,4131,0,50,0,1,1,0,Entire apartment,Entire home/apt,5,2,2,0,879,5,6,96,10,9,10,10,9,9,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
4135,6413568,4135,100,100,0,3,1,0,Private room in apartment,Private room,2,1,1,2,200,3,5,92,9,10,10,9,10,10,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4137,6434655,4137,100,100,1,1,1,1,Entire apartment,Entire home/apt,2,1,1,1,139,2,157,96,10,10,10,10,10,10,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4138,6436269,4138,100,100,1,3,1,1,Entire apartment,Entire home/apt,4,1,1,2,398,1,76,96,10,10,10,10,10,10,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
4141,6449864,4141,100,100,1,1,1,1,Private room in apartment,Private room,2,1,1,1,130,5,14,100,10,10,10,10,10,10,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
4147,6466298,4147,NA,100,1,1,1,1,Entire apartment,Entire home/apt,4,1,NA,3,111,2,37,99,10,10,10,10,10,10,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4149,6474496,4149,40,59,0,5,1,1,Entire apartment,Entire home/apt,6,3,2,0,1200,3,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4158,6528485,4158,100,94,1,2,1,1,Entire apartment,Entire home/apt,3,1,1,1,221,3,72,94,10,10,10,10,10,9,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
4164,6570078,4164,90,40,0,11,1,0,Private room in apartment,Private room,4,1,1,2,500,4,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4172,6587580,4172,0,NA,0,2,1,0,Entire apartment,Entire home/apt,4,3,2,2,757,90,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4175,6600680,4175,93,83,0,1,1,1,Entire apartment,Entire home/apt,5,1,3,3,246,4,2,80,8,8,10,10,10,10,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
